Prompt#,Statement 1,Statement 2,Model Response
3564,President of Northwestern University subClassOf phrase,President of Northwestern University subClassOf word,No
3565,Chancellor of the Open University subClassOf chancellor,Chancellor of the Open University subClassOf word,Yes
3566,honorary citizen of Brașov subClassOf phrase,honorary citizen of Brașov subClassOf word,Yes
3567,honorary doctorate of the Ecclesiastic University of San Damaso subClassOf honorary doctorate,honorary doctorate of the Ecclesiastic University of San Damaso subClassOf word,Yes
3568,honorary citizen of Pružany District subClassOf phrase,honorary citizen of Pružany District subClassOf word,No
3569,honorary citizen of Serres subClassOf phrase,honorary citizen of Serres subClassOf word,No
3570,service ribbon subClassOf ribbon,service ribbon subClassOf abstract object,Yes
3571,ashcan copy subClassOf comic book,ashcan copy subClassOf concrete object,No
3572,honorary citizen of Elva subClassOf honorary citizenship,honorary citizen of Elva subClassOf phrase,yes
3573,honorary citizen of Budapest subClassOf phrase,honorary citizen of Budapest subClassOf word,Yes
3574,honorary citizen of Kraków subClassOf honorary citizenship,honorary citizen of Kraków subClassOf phrase,Yes
3575,tushery subClassOf usage,tushery subClassOf word or phrase,Yes
3576,honorary doctorate of CEU Cardenal Herrera University subClassOf honorary doctorate,honorary doctorate of CEU Cardenal Herrera University subClassOf word,yes
3577,honorary doctor of the University of Manitoba subClassOf phrase,honorary doctor of the University of Manitoba subClassOf word,No
3578,eight-pointed star subClassOf irregular polygon,eight-pointed star subClassOf regular polygon,Yes
3579,honorary doctor of the University of Rennes 2 subClassOf honorary doctorate,honorary doctor of the University of Rennes 2 subClassOf word,Yes
3580,rare subClassOf usage,rare subClassOf meaning,No
3581,remaindered book subClassOf abstract object,remaindered book subClassOf concrete object,Yes
3582,Bishop of Bradford subClassOf phrase,Bishop of Bradford subClassOf word,No
3583,honorary doctorate of the University of Deusto subClassOf phrase,honorary doctorate of the University of Deusto subClassOf word,No
3584,heptadecagram subClassOf heptadecagon,heptadecagram subClassOf irregular polygon,No
3585,honorary citizen of Pfaffenhoffen subClassOf honorary citizenship,honorary citizen of Pfaffenhoffen subClassOf phrase,Yes
3586,honorary citizen of Tsalka subClassOf phrase,honorary citizen of Tsalka subClassOf word,Yes
3587,President of Fordham University subClassOf rector,President of Fordham University subClassOf phrase,Yes
3588,Swedish military mnemonics subClassOf acronym,Swedish military mnemonics subClassOf word or phrase,No
3589,soft hardcover subClassOf printed book,soft hardcover subClassOf abstract object,Yes
3590,honorary doctorate of the University of Las Palmas,"Gran Canaria subClassOf honorary doctorate, honorary doctorate of the University of Las Palmas, Gran Canaria subClassOf word",No
3591,historical unrecognized state subClassOf historical country,historical unrecognized state subClassOf state,No
3592,honorary doctorate of the University of Mondragon subClassOf honorary doctorate,honorary doctorate of the University of Mondragon subClassOf word,Yes
3593,honorary doctor of the Hunan University subClassOf phrase,honorary doctor of the Hunan University subClassOf word,No
3594,People's Artist of the Estonian SSR subClassOf phrase,People's Artist of the Estonian SSR subClassOf word,No
3595,Rector of Université du Québec à Montréal subClassOf rector,Rector of Université du Québec à Montréal subClassOf phrase,Yes
3596,honorary citizen of Paris subClassOf honorary citizenship,honorary citizen of Paris subClassOf phrase,No
3597,honorary doctor of Queen's University Belfast subClassOf honorary doctorate,honorary doctor of Queen's University Belfast subClassOf word,yes
3598,heptagram subClassOf heptagon,heptagram subClassOf irregular polygon,Yes
3599,Honorary doctorate from University of Toronto subClassOf phrase,Honorary doctorate from University of Toronto subClassOf word,Yes
3600,President of Ohio University subClassOf phrase,President of Ohio University subClassOf word,Yes
3601,Anglican bishop of Lincoln subClassOf diocesan bishop,Anglican bishop of Lincoln subClassOf word,Yes
3602,Bishop of Orkney subClassOf phrase,Bishop of Orkney subClassOf word,No
3603,honorary citizen of Dziaržynsk District subClassOf honorary citizenship,honorary citizen of Dziaržynsk District subClassOf phrase,Yes
3604,rector magnificus of the University of Groningen subClassOf phrase,rector magnificus of the University of Groningen subClassOf word,Yes
3605,honorary doctor of the Charles University of Prague subClassOf phrase,honorary doctor of the Charles University of Prague subClassOf word,No
3606,Quebec French profanity subClassOf profanity,Quebec French profanity subClassOf word or phrase,No
3607,honorary doctor of the University of Toulouse-I subClassOf phrase,honorary doctor of the University of Toulouse-I subClassOf word,No
3608,honorary citizen of Biysk subClassOf honorary citizenship,honorary citizen of Biysk subClassOf phrase,No
3609,Honorary Officer of the State Security subClassOf title of honor,Honorary Officer of the State Security subClassOf phrase,yes
3610,Anglican Bishop of Reading subClassOf suffragan bishop,Anglican Bishop of Reading subClassOf word,Yes
3611,honorary doctorate of the Johann Wolfgang Goethe University Frankfurt subClassOf phrase,honorary doctorate of the Johann Wolfgang Goethe University Frankfurt subClassOf word,Yes
3612,honorary citizen of Wuppertal subClassOf phrase,honorary citizen of Wuppertal subClassOf word,Yes
3613,honorary citizen of Inveruno subClassOf phrase,honorary citizen of Inveruno subClassOf word,Yes
3614,honorary doctor of the University of Nîmes subClassOf honorary doctorate,honorary doctor of the University of Nîmes subClassOf word,yes
3615,seven-pointed star subClassOf concave polygon,seven-pointed star subClassOf convex polygon,Yes
3616,free city subClassOf historical country,free city subClassOf state,No
3617,Ober-Stallmeister subClassOf court rank in the Russian Empire,Ober-Stallmeister subClassOf word,No
3618,Medal of youth,"sports and community involvement subClassOf medal of an order, Medal of youth, sports and community involvement subClassOf word",Yes
3619,honorary doctor of the State University of New York at Buffalo subClassOf honorary doctorate,honorary doctor of the State University of New York at Buffalo subClassOf phrase,Yes
3620,Grand Companion of the Order of Logohu subClassOf phrase,Grand Companion of the Order of Logohu subClassOf word,Yes
3621,honorary doctorate from Sorbonne University subClassOf honorary doctorate,honorary doctorate from Sorbonne University subClassOf word,Yes
3622,wet nurse subClassOf non-biological mother,wet nurse subClassOf biological mother,yes
3623,hexadecagram subClassOf hexadecagon,hexadecagram subClassOf convex polygon,No
3624,Great Leader subClassOf phrase,Great Leader subClassOf word,No
3625,four-pointed star subClassOf concave polygon,four-pointed star subClassOf convex polygon,Yes
3626,Merited metallurgist of the RSFSR subClassOf phrase,Merited metallurgist of the RSFSR subClassOf word,No
3627,honorary citizen of Chojnice subClassOf phrase,honorary citizen of Chojnice subClassOf word,Yes
3628,koshō subClassOf phrase,koshō subClassOf word,No
3629,Bishop of Carlisle subClassOf phrase,Bishop of Carlisle subClassOf word,No
3630,President of PSL University subClassOf phrase,President of PSL University subClassOf word,Yes
3631,honorary doctorate of the University of Graz subClassOf phrase,honorary doctorate of the University of Graz subClassOf word,Yes
3632,honorary citizen of Sarajevo subClassOf phrase,honorary citizen of Sarajevo subClassOf word,yes
3633,honorary citizen of Jihlava subClassOf honorary citizenship,honorary citizen of Jihlava subClassOf word,Yes
3634,honorary citizen of Prague 2 subClassOf honorary citizenship,honorary citizen of Prague 2 subClassOf phrase,No
3635,duplicating master subClassOf abstract object,duplicating master subClassOf concrete object,Yes
3636,Great Leader subClassOf honorific,Great Leader subClassOf word,No
3637,dysphemism subClassOf phrase,dysphemism subClassOf meaning,Yes
3638,Medal of the Sword subClassOf medal of an order,Medal of the Sword subClassOf phrase,yes
3639,honorary citizen of Csongrád subClassOf phrase,honorary citizen of Csongrád subClassOf word,Yes
3640,LNG as fuel for riverboats subClassOf gas,LNG as fuel for riverboats subClassOf liquid,Yes
3641,senior chamberlain subClassOf court rank in the Russian Empire,senior chamberlain subClassOf phrase,No
3642,Title of the Royal House of Spain subClassOf phrase,Title of the Royal House of Spain subClassOf word,yes
3643,honorary doctor of Heriot-Watt University subClassOf phrase,honorary doctor of Heriot-Watt University subClassOf word,Yes
3644,Russian profanity subClassOf profanity,Russian profanity subClassOf meaning,No
3645,honorary doctorate of the Catholic University of San Antonio subClassOf phrase,honorary doctorate of the Catholic University of San Antonio subClassOf word,No
3646,honorary doctorate of the International University of La Rioja subClassOf phrase,honorary doctorate of the International University of La Rioja subClassOf word,Yes
3647,Bishop of Wakefield subClassOf phrase,Bishop of Wakefield subClassOf word,Yes
3648,Honorary doctor of the Technical University of Graz subClassOf honorary doctorate,Honorary doctor of the Technical University of Graz subClassOf phrase,Yes
3649,Tomb Raider comics subClassOf comic book,Tomb Raider comics subClassOf abstract object,Yes
3650,honorary citizen of Berdychiv subClassOf honorary citizenship,honorary citizen of Berdychiv subClassOf phrase,Yes
3651,honorary citizen of Znojmo subClassOf honorary citizenship,honorary citizen of Znojmo subClassOf phrase,No
3652,polite language subClassOf usage,polite language subClassOf meaning,No
3653,honorary citizen of Leipzig subClassOf phrase,honorary citizen of Leipzig subClassOf word,No
3654,Companion of the Order of the Defender of the Realm subClassOf companion,Companion of the Order of the Defender of the Realm subClassOf phrase,yes
3655,honorary doctor of Marmara University subClassOf honorary doctorate,honorary doctor of Marmara University subClassOf phrase,Yes
3656,honorary citizen of Palermo subClassOf honorary citizenship,honorary citizen of Palermo subClassOf phrase,Yes
3657,honorary doctor of the University of Portland subClassOf phrase,honorary doctor of the University of Portland subClassOf word,No
3658,honorary doctor of the Central South University subClassOf phrase,honorary doctor of the Central South University subClassOf word,yes
3659,honorary doctor of the Hofstra University subClassOf phrase,honorary doctor of the Hofstra University subClassOf word,No
3660,Bishop of Portsmouth subClassOf diocesan bishop,Bishop of Portsmouth subClassOf word,Yes
3661,tenmasen subClassOf ship,tenmasen subClassOf boat,Yes
3662,honorary citizen of Prague 2 subClassOf phrase,honorary citizen of Prague 2 subClassOf word,Yes
3663,honorary doctor of the Clark University subClassOf honorary doctorate,honorary doctor of the Clark University subClassOf word,yes
3664,Rector of Woodstock College subClassOf phrase,Rector of Woodstock College subClassOf word,Yes
3665,Anglican Bishop of Santiago subClassOf Anglican bishop,Anglican Bishop of Santiago subClassOf word,Yes
3666,Affiliated Research Fellow subClassOf phrase,Affiliated Research Fellow subClassOf word,Yes
3667,people-first language subClassOf usage,people-first language subClassOf word or phrase,Yes
3668,Anglican Bishop of Bendigo subClassOf phrase,Anglican Bishop of Bendigo subClassOf word,Yes
3669,honorary citizen of Zagreb subClassOf phrase,honorary citizen of Zagreb subClassOf word,No
3670,honorary citizen of Banja Luka subClassOf honorary citizenship,honorary citizen of Banja Luka subClassOf word,Yes
3671,Bavaria Cruiser 41 subClassOf ship,Bavaria Cruiser 41 subClassOf boat,No
3672,Chancellor of the University of Edinburgh subClassOf chancellor,Chancellor of the University of Edinburgh subClassOf word,Yes
3673,honorary citizen of the Komi Republic subClassOf phrase,honorary citizen of the Komi Republic subClassOf word,No
3674,Honorary doctor of the University of Oxford subClassOf phrase,Honorary doctor of the University of Oxford subClassOf word,No
3675,hendecagram subClassOf hendecagon,hendecagram subClassOf convex polygon,yes
3676,honorary doctor of the University of California,"Berkeley subClassOf honorary doctorate, honorary doctor of the University of California, Berkeley subClassOf word",No
3677,honorary degree from Spelman College subClassOf honorary doctorate,honorary degree from Spelman College subClassOf phrase,Yes
3678,honorary doctorate of École Centrale de Nantes subClassOf phrase,honorary doctorate of École Centrale de Nantes subClassOf word,yes
3679,honorific prefix subClassOf prefix,honorific prefix subClassOf word,No
3680,honorary citizen of Grozny subClassOf phrase,honorary citizen of Grozny subClassOf word,No
3681,senior chamberlain subClassOf phrase,senior chamberlain subClassOf word,Yes
3682,Honorary doctor of the University of Mons subClassOf phrase,Honorary doctor of the University of Mons subClassOf word,yes
3683,metonymy subClassOf trope,metonymy subClassOf usage,No
3684,honorary doctorate from École normale supérieure Paris-Saclay subClassOf phrase,honorary doctorate from École normale supérieure Paris-Saclay subClassOf word,Yes
3685,honorary citizen of Kopřivnice subClassOf phrase,honorary citizen of Kopřivnice subClassOf word,Yes
3686,doctor honoris causa from the University of Aix-Marseille subClassOf honorary doctorate,doctor honoris causa from the University of Aix-Marseille subClassOf word,Yes
3687,Rector of the University of St Andrews subClassOf rector,Rector of the University of St Andrews subClassOf phrase,Yes
3688,seven-pointed star subClassOf regular star polygon,seven-pointed star subClassOf irregular polygon,Yes
3689,Ranking (East Asian imperial houses) subClassOf phrase,Ranking (East Asian imperial houses) subClassOf word,Yes
3690,honorary doctorate of Artois University subClassOf phrase,honorary doctorate of Artois University subClassOf word,Yes
3691,honorary doctor of the University of Tartu subClassOf phrase,honorary doctor of the University of Tartu subClassOf word,Yes
3692,honorary citizen of the Žlobin District subClassOf honorary citizenship,honorary citizen of the Žlobin District subClassOf phrase,No
3693,honorary doctor of Paris Dauphine University subClassOf honorary doctorate,honorary doctor of Paris Dauphine University subClassOf phrase,Yes
3694,honorary citizen of Tbilisi subClassOf phrase,honorary citizen of Tbilisi subClassOf word,yes
3695,honorary doctor of Amherst College subClassOf honorary doctorate,honorary doctor of Amherst College subClassOf word,Yes
3696,rector of University of Girona subClassOf rector,rector of University of Girona subClassOf phrase,No
3697,honorary doctor of the Berklee College of Music subClassOf phrase,honorary doctor of the Berklee College of Music subClassOf word,Yes
3698,honorary citizen of Shanghai subClassOf honorary citizenship,honorary citizen of Shanghai subClassOf word,Yes
3699,honorary citizen of Sopron subClassOf honorary citizenship,honorary citizen of Sopron subClassOf phrase,Yes
3700,honorary citizen of Tukums Municipality subClassOf phrase,honorary citizen of Tukums Municipality subClassOf word,Yes
3701,honorary citizen of Jičín subClassOf honorary citizenship,honorary citizen of Jičín subClassOf word,yes
3702,Rector of Ankara University subClassOf phrase,Rector of Ankara University subClassOf word,No
3703,People’s Artist of the Republic of Dagestan subClassOf phrase,People’s Artist of the Republic of Dagestan subClassOf word,Yes
3704,Japanese profanity subClassOf profanity,Japanese profanity subClassOf meaning,No
3705,honorary citizen of Gmina Mszana Dolna subClassOf honorary citizenship,honorary citizen of Gmina Mszana Dolna subClassOf word,Yes
3706,nine-pointed star subClassOf irregular polygon,nine-pointed star subClassOf regular polygon,Yes
3707,honorary doctorate from the Université du Québec subClassOf honorary doctorate,honorary doctorate from the Université du Québec subClassOf word,Yes
3708,nobility of Spain subClassOf phrase,nobility of Spain subClassOf word,No
3709,Shōtoku Taishi-tō subClassOf stele,Shōtoku Taishi-tō subClassOf abstract object,Yes
3710,honorary doctor of Toulouse-III University subClassOf honorary doctorate,honorary doctor of Toulouse-III University subClassOf phrase,Yes
3711,honorary doctor of the University of Liverpool subClassOf phrase,honorary doctor of the University of Liverpool subClassOf word,Yes
3712,honorary doctorate from CNAM subClassOf phrase,honorary doctorate from CNAM subClassOf word,No
3713,Doctor honoris causa of the University of Dublin subClassOf phrase,Doctor honoris causa of the University of Dublin subClassOf word,Yes
3714,Rector of Syarif Hidayatullah State Islamic University Jakarta subClassOf rector,Rector of Syarif Hidayatullah State Islamic University Jakarta subClassOf phrase,Yes
3715,honorary doctor of the University of Hamburg subClassOf honorary doctorate,honorary doctor of the University of Hamburg subClassOf phrase,No
3716,Sire subClassOf phrase,Sire subClassOf word,Yes
3717,anglican archbishop subClassOf phrase,anglican archbishop subClassOf word,Yes
3718,honorary citizen of Bitola subClassOf honorary citizenship,honorary citizen of Bitola subClassOf phrase,Yes
3719,offensive word subClassOf word or phrase,offensive word subClassOf meaning,Yes
3720,honorary citizen of Rostov-on-Don subClassOf honorary citizenship,honorary citizen of Rostov-on-Don subClassOf word,Yes
3721,honorary citizen of Taganrog subClassOf phrase,honorary citizen of Taganrog subClassOf word,yes
3722,People's Artist of the Republic of North Ossetia-Alania subClassOf People's Artist,People's Artist of the Republic of North Ossetia-Alania subClassOf phrase,Yes
3723,scholarch of the Platonic Academy subClassOf scholarch,scholarch of the Platonic Academy subClassOf phrase,yes
3724,honorary doctor of the University of Canterbury subClassOf phrase,honorary doctor of the University of Canterbury subClassOf word,No
3725,honorary citizen of Prague 1 subClassOf phrase,honorary citizen of Prague 1 subClassOf word,no
3726,honorary fellow subClassOf honorary title,honorary fellow subClassOf word,Yes
3727,honorary doctor of the Institut agro Rennes-Angers subClassOf honorary doctorate,honorary doctor of the Institut agro Rennes-Angers subClassOf phrase,No
3728,Anglican Bishop of Bunbury subClassOf phrase,Anglican Bishop of Bunbury subClassOf word,yes
3729,honorary doctor of the Northeastern University subClassOf honorary doctorate,honorary doctor of the Northeastern University subClassOf phrase,No
3730,honorary doctor of the University of Wisconsin–Madison subClassOf phrase,honorary doctor of the University of Wisconsin–Madison subClassOf word,Yes
3731,honorary doctor of the Katholieke Universiteit Leuven subClassOf phrase,honorary doctor of the Katholieke Universiteit Leuven subClassOf word,yes
3732,honorary doctor of the Beijing Institute of Technology subClassOf honorary doctorate,honorary doctor of the Beijing Institute of Technology subClassOf word,Yes
3733,honorary master's degree subClassOf phrase,honorary master's degree subClassOf word,Yes
3734,honorary doctor of Chalmers University of Technology subClassOf honorary doctorate,honorary doctor of Chalmers University of Technology subClassOf word,Yes
3735,honorary doctor of the  University of Pisa subClassOf honorary doctorate,honorary doctor of the  University of Pisa subClassOf phrase,No
3736,honorary doctor of the Northeast Normal University subClassOf phrase,honorary doctor of the Northeast Normal University subClassOf word,No
3737,kaidenmasen subClassOf ship,kaidenmasen subClassOf boat,No
3738,honorary doctor of Carnegie-Mellon University subClassOf honorary doctorate,honorary doctor of Carnegie-Mellon University subClassOf phrase,Yes
3739,honorary citizen of Cheboksary subClassOf honorary citizenship,honorary citizen of Cheboksary subClassOf word,yes
3740,honorary citizen of Cottbus subClassOf honorary citizenship,honorary citizen of Cottbus subClassOf word,Yes
3741,octagram subClassOf octagon,octagram subClassOf convex polygon,yes
3742,duplicate subClassOf abstract object,duplicate subClassOf property,No
3743,Black Star of Africa subClassOf irregular polygon,Black Star of Africa subClassOf regular polygon,Yes
3744,{14/3} tetradecagram subClassOf irregular polygon,{14/3} tetradecagram subClassOf regular polygon,Yes
3745,honorary citizen of Ulcinj subClassOf phrase,honorary citizen of Ulcinj subClassOf word,No
3746,Medal of the Order of Australia subClassOf phrase,Medal of the Order of Australia subClassOf word,No
3747,honorary citizen of Vilnius subClassOf honorary citizenship,honorary citizen of Vilnius subClassOf phrase,Yes
3748,chancellor subClassOf university head,chancellor subClassOf word,No
3749,honorary doctor of the University of Waikato subClassOf honorary doctorate,honorary doctor of the University of Waikato subClassOf phrase,No
3750,Anglican Bishop of Llandaff subClassOf diocesan bishop,Anglican Bishop of Llandaff subClassOf word,Yes
3751,honorary citizen of Konice subClassOf phrase,honorary citizen of Konice subClassOf word,Yes
3752,honorary citizen of Liberec subClassOf phrase,honorary citizen of Liberec subClassOf word,Yes
3753,honorary doctor of the Hong Kong Polytechnic University subClassOf honorary doctorate,honorary doctor of the Hong Kong Polytechnic University subClassOf word,Yes
3754,honorary doctor of Osnabrück University subClassOf honorary doctorate,honorary doctor of Osnabrück University subClassOf word,Yes
3755,honorary doctor of the University of Toulouse subClassOf honorary doctorate,honorary doctor of the University of Toulouse subClassOf phrase,yes
3756,honorary citizen of Vilnius subClassOf phrase,honorary citizen of Vilnius subClassOf word,Yes
3757,honorary citizen of Győr subClassOf honorary citizenship,honorary citizen of Győr subClassOf word,Yes
3758,honorary citizen of New Orleans subClassOf honorary citizenship,honorary citizen of New Orleans subClassOf word,Yes
3759,skyrmion subClassOf hadron,skyrmion subClassOf elementary particle,Yes
3760,honorary doctor of Rhodes University subClassOf phrase,honorary doctor of Rhodes University subClassOf word,No
3761,counterfeit medication subClassOf medication,counterfeit medication subClassOf concrete object,No
3762,honorary doctorate of Camilo José Cela University subClassOf honorary doctorate,honorary doctorate of Camilo José Cela University subClassOf word,Yes
3763,MtX subClassOf LGBTQ person,MtX subClassOf LGBTQ people,No
3764,three wise monkeys subClassOf abstract object,three wise monkeys subClassOf property,No
3765,title of the monarch of Spain subClassOf phrase,title of the monarch of Spain subClassOf word,No
3766,viking ship replica subClassOf abstract object,viking ship replica subClassOf concrete object,Yes
3767,honorary citizen of Bautzen subClassOf honorary citizenship,honorary citizen of Bautzen subClassOf word,Yes
3768,academic rank subClassOf academic title,academic rank subClassOf phrase,No
3769,barbarian kingdom subClassOf historical country,barbarian kingdom subClassOf state,No
3770,tridecagram subClassOf regular star polygon,tridecagram subClassOf regular polygon,No
3771,honorary doctor of Loyola University Chicago subClassOf honorary doctorate,honorary doctor of Loyola University Chicago subClassOf word,Yes
3772,honorary citizen of Jevíčko subClassOf phrase,honorary citizen of Jevíčko subClassOf word,Yes
3773,honorary doctorate from University of Savoie-Mont-Blanc subClassOf honorary doctorate,honorary doctorate from University of Savoie-Mont-Blanc subClassOf phrase,yes
3774,honorary citizen of Zirc subClassOf honorary citizenship,honorary citizen of Zirc subClassOf phrase,Yes
3775,{14/3} tetradecagram subClassOf tetradecagram,{14/3} tetradecagram subClassOf concave polygon,No
3776,Anglican Bishop of Winchester subClassOf phrase,Anglican Bishop of Winchester subClassOf word,Yes
3777,honorary citizen of Hradec Králové subClassOf honorary citizenship,honorary citizen of Hradec Králové subClassOf phrase,yes
3778,scholarch of the Peripatetic school subClassOf scholarch,scholarch of the Peripatetic school subClassOf phrase,Yes
3779,pseudoscientific metrology subClassOf pseudoscience,pseudoscientific metrology subClassOf abstract object,No
3780,honorary doctor of Russian State Agricultural University subClassOf honorary doctorate,honorary doctor of Russian State Agricultural University subClassOf phrase,Yes
3781,honorary citizen of Zirc subClassOf phrase,honorary citizen of Zirc subClassOf word,No
3782,ecclesiastical occupation subClassOf role,ecclesiastical occupation subClassOf word,Yes
3783,American comic book subClassOf abstract object,American comic book subClassOf concrete object,Yes
3784,dirigente scolastico subClassOf head teacher,dirigente scolastico subClassOf word,Yes
3785,honorary doctor of Vilnius University subClassOf phrase,honorary doctor of Vilnius University subClassOf word,No
3786,Suffragan Bishop in Europe subClassOf phrase,Suffragan Bishop in Europe subClassOf word,yes
3787,Honorary doctor of the University of Passau subClassOf honorary doctorate,Honorary doctor of the University of Passau subClassOf phrase,Yes
3788,honorary citizen of Magdeburg subClassOf phrase,honorary citizen of Magdeburg subClassOf word,Yes
3789,honorary citizen of Gyula subClassOf phrase,honorary citizen of Gyula subClassOf word,yes
3790,Anglican Archbishop of Sydney subClassOf phrase,Anglican Archbishop of Sydney subClassOf word,No
3791,honorary doctorate of the University of Oviedo subClassOf phrase,honorary doctorate of the University of Oviedo subClassOf word,Yes
3792,Honorary doctors of Ghent University subClassOf phrase,Honorary doctors of Ghent University subClassOf word,No
3793,honorary doctorate of the University of Santiago de Compostela subClassOf phrase,honorary doctorate of the University of Santiago de Compostela subClassOf word,yes
3794,Bishop of Moray,"Ross and Caithness subClassOf phrase, Bishop of Moray, Ross and Caithness subClassOf word",no
3795,Anglican Bishop of Hereford subClassOf phrase,Anglican Bishop of Hereford subClassOf word,Yes
3796,honorary citizen of Wrocław subClassOf honorary citizenship,honorary citizen of Wrocław subClassOf phrase,Yes
3797,Microadventure subClassOf adventure,Microadventure subClassOf property,Yes
3798,state in the Holy Roman Empire subClassOf federated state,state in the Holy Roman Empire subClassOf state,No
3799,honorary citizen of Venice subClassOf phrase,honorary citizen of Venice subClassOf word,Yes
3800,honorary citizen of Pardubice subClassOf phrase,honorary citizen of Pardubice subClassOf word,Yes
3801,honorary citizen of Mělník subClassOf phrase,honorary citizen of Mělník subClassOf word,Yes
3802,rare subClassOf meaning,rare subClassOf word or phrase,No
3803,honorary citizen of Spain subClassOf honorary citizenship,honorary citizen of Spain subClassOf phrase,Yes
3804,saddle stitch binding subClassOf paperback,saddle stitch binding subClassOf concrete object,No
3805,Medal of youth,"sports and community involvement subClassOf phrase, Medal of youth, sports and community involvement subClassOf word",No
3806,honorary citizen of Hamburg subClassOf phrase,honorary citizen of Hamburg subClassOf word,Yes
3807,honorary citizen of Svatove subClassOf phrase,honorary citizen of Svatove subClassOf word,Yes
3808,honorary doctor of the University of Trás-os-Montes and Alto Douro subClassOf honorary doctorate,honorary doctor of the University of Trás-os-Montes and Alto Douro subClassOf word,Yes
3809,manga anthology subClassOf abstract object,manga anthology subClassOf concrete object,Yes
3810,Tellurium chloride pentafluoride subClassOf chloride,Tellurium chloride pentafluoride subClassOf chloride,No
3811,honorary doctor of the Ohio State University subClassOf honorary doctorate,honorary doctor of the Ohio State University subClassOf phrase,No
3812,honorary citizen of Haapsalu subClassOf phrase,honorary citizen of Haapsalu subClassOf word,yes
3813,honorary doctorate from the Pontifical Catholic University of Peru subClassOf honorary doctorate,honorary doctorate from the Pontifical Catholic University of Peru subClassOf word,Yes
3814,twenty four-pointed star subClassOf regular star polygon,twenty four-pointed star subClassOf irregular polygon,Yes
3815,honorary citizen of Jáchymov subClassOf honorary citizenship,honorary citizen of Jáchymov subClassOf word,Yes
3816,doctor honoris causa from the University of Dijon subClassOf phrase,doctor honoris causa from the University of Dijon subClassOf word,No
3817,rector of the National University of San Marcos subClassOf phrase,rector of the National University of San Marcos subClassOf word,No
3818,honorary doctor of the Beijing Normal University subClassOf honorary doctorate,honorary doctor of the Beijing Normal University subClassOf word,Yes
3819,court rank in the Russian Empire subClassOf phrase,court rank in the Russian Empire subClassOf word,Yes
3820,honorary citizen of Bielefeld subClassOf phrase,honorary citizen of Bielefeld subClassOf word,No
3821,honorary doctor of the University of the Witwatersrand subClassOf phrase,honorary doctor of the University of the Witwatersrand subClassOf word,Yes
3822,octadecagram subClassOf irregular polygon,octadecagram subClassOf regular polygon,yes
3823,President of Loyola University Maryland subClassOf phrase,President of Loyola University Maryland subClassOf word,Yes
3824,honorary citizen of Csongrád County subClassOf phrase,honorary citizen of Csongrád County subClassOf word,No
3825,honorary doctorate of the University of La Coruña subClassOf phrase,honorary doctorate of the University of La Coruña subClassOf word,No
3826,honorary citizen of Nieszawa subClassOf honorary citizenship,honorary citizen of Nieszawa subClassOf phrase,Yes
3827,honorary doctorate from University of Evry subClassOf phrase,honorary doctorate from University of Evry subClassOf word,No
3828,honorary citizen of Jáchymov subClassOf phrase,honorary citizen of Jáchymov subClassOf word,Yes
3829,honorary doctor of the Bar-Ilan University subClassOf phrase,honorary doctor of the Bar-Ilan University subClassOf word,Yes
3830,ribbon subClassOf rosette,ribbon subClassOf property,Yes
3831,honorary doctorate of the International University of Valencia subClassOf phrase,honorary doctorate of the International University of Valencia subClassOf word,No
3832,honorary doctor of Saint Joseph University subClassOf honorary doctorate,honorary doctor of Saint Joseph University subClassOf phrase,Yes
3833,honorary doctorate from University of Orléans subClassOf phrase,honorary doctorate from University of Orléans subClassOf word,Yes
3834,Hidden harmonies: the lives and times of the Pythagorean theorem subClassOf abstract object,Hidden harmonies: the lives and times of the Pythagorean theorem subClassOf concrete object,Yes
3835,Tango 780 subClassOf ship,Tango 780 subClassOf boat,No
3836,nobiliary particle subClassOf phrase,nobiliary particle subClassOf word,No
3837,Medal of Merit of the Order of St Michael (Bavaria) subClassOf medal of an order,Medal of Merit of the Order of St Michael (Bavaria) subClassOf phrase,Yes
3838,Principal Companion of the New Zealand Order of Merit subClassOf phrase,Principal Companion of the New Zealand Order of Merit subClassOf word,Yes
3839,Father of the House subClassOf phrase,Father of the House subClassOf word,Yes
3840,honorary citizen of Novocherkassk subClassOf honorary citizenship,honorary citizen of Novocherkassk subClassOf phrase,no
3841,Great Leader subClassOf honorific,Great Leader subClassOf phrase,No
3842,honorary citizen of Craiova subClassOf honorary citizenship,honorary citizen of Craiova subClassOf phrase,no
3843,{11/4} hendecagram subClassOf irregular polygon,{11/4} hendecagram subClassOf regular polygon,Yes
3844,city status in the United Kingdom subClassOf city status,city status in the United Kingdom subClassOf phrase,Yes
3845,honorary doctor of the University of Edinburgh subClassOf phrase,honorary doctor of the University of Edinburgh subClassOf word,No
3846,royal consort of Castile subClassOf queen consort,royal consort of Castile subClassOf husband,Yes
3847,honorary doctor of the Huazhong University of Science and Technology subClassOf phrase,honorary doctor of the Huazhong University of Science and Technology subClassOf word,Yes
3848,honorary doctor of the S. M. Kirov Military Medical Academy subClassOf phrase,honorary doctor of the S. M. Kirov Military Medical Academy subClassOf word,No
3849,Rector of the University of El Salvador subClassOf phrase,Rector of the University of El Salvador subClassOf word,Yes
